temperature,reactant_0,reactant_1,reactant_2,reactant_3,solvent_0,catalyst_0,product_0,product_1,reactant_4,reactant_5,reactant_6,reactant_7
227.9847800682868,C(=O)([O-])[O-].[Na+].[Na+],BrC1=CN=C(C=2N1C=CN2)NC=2C=NC(=CC2)N2CCN(CC2)C(C)C,N1(CCOCC1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C=1C=C3CNC(C3=CC1)=O)C=CN2,CC1(OB(OC1(C)C)C=1C=C2CNC(C2=CC1)=O)C,O1CCOCC1,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,C(C)(C)N1CCN(CC1)C1=CC=C(C=N1)NC=1C=2N(C(=CN1)C=1C=C3CNC(C3=CC1)=O)C=CN2,N,,,,
259.8501902019958,CC(C)(C)[O-].[Na+],CC1(OB(OC1(C)C)C=1C=NNC1)C,N1(CCOCC1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C1=CC(NC=C1)=O)C=CN2,C(C)(C)(C)OC(N(C1=CC(=C(C=C1)N1CCOCC1)CN(C)C)C=1C=2N(C(=CN1)Br)C=CN2)=O,CN(C)C=O.O,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,CN(C)CC=1C=C(C=CC1N1CCOCC1)NC=1C=2N(C(=CN1)C=1C=NNC1)C=CN2,N,,,,
296.92173251102776,CN1N=CC(=C1)B1OC(C(O1)(C)C)(C)C,BrC=1C=CC=2N(C1)C(=NN2)C(C=2C=CC=1N(N2)C=C(N1)N(C(=O)C1CC1)C(=O)C1CC1)(F)F,C(=O)([O-])[O-].[Na+].[Na+],C(Cl)Cl,O1CCOCC1,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],Cl.FC(C=1C=CC=2N(N1)C=C(N2)NC(=O)C2CC2)(C2=NN=C1N2C=C(C=C1)C=1C=NN(C1)C)F,FC(C=1C=CC=2N(N1)C=C(N2)NC(=O)C2CC2)(C2=NN=C1N2C=C(C=C1)C=1C=NN(C1)C)F,,,,
288.9711205687724,[Li+].C[Si](C)(C)[N-][Si](C)(C)C,Cl,P(C(C)(C)C)(C(C)(C)C)C(C)(C)C,COC=1C=C2C(=CC=NC2=CC1OC)OC1=C(C2=CC=C(C=C2C=C1)Br)F,C1(=CC=CC=C1)C,C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],Cl,COC=1C=C2C(=CC=NC2=CC1OC)OC=1C(=C2C=CC(=CC2=CC1)N)F,,,,
267.93310660453574,C(C)(C)(C)C1=C(C=C(C=C1)[N+](=O)[O-])N,C(C)N(CC)CC,BrCC(=O)Br,,C1CCOC1,CN(C)C=1C=CN=CC1,[NH4+].[OH-],BrCC(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])C(C)(C)C,,,,
236.40323285339252,BrC1=CC=C(C=C1)I,FC(C(F)(F)F)(C1=CC=C(C=C1)N1N=C(N=C1)C1=CC=C(C=C1)C)F,FC(C(F)(F)F)(F)I,,CS(=O)C,[Cu],BrC1=CC=C(C=C1)C(C(F)(F)F)(F)F,IC1=CC=C(C=C1)C(C(F)(F)F)(F)F,,,,
319.9243891608994,C(C)N(CC)CC,C1(=C(C=CC=C1)P(C1=C(C=CC=C1)C)C1=C(C=CC=C1)C)C,C(C=C)(=O)N,BrC1=CC(=CC=C1)C(F)(F)F,C(C)#N,C(C)(=O)[O-].[Pd+2].C(C)(=O)[O-],C1(=CC=CC2=CC=CC=C12)[C@@H](C)NC(\C=C\C1=CC(=CC=C1)C(F)(F)F)=O,C[C@H](C=1C=CC=C2C1C=CC=C2)NCCCC=3C=CC=C(C3)C(F)(F)F,C1(=CC=CC2=CC=CC=C12)[C@@H](C)NC(C=C)=O,,,
358.9960633821179,C1(=CC=CC=C1)N(C(=O)OCC12CC3=C(CCC1O2)C(=CC=C3)OCC(=O)OCC)C3=CC=CC=C3,C1(=CC=CC=C1)N(C(=O)OCC12C(C3=C(CCC1)C=CC=C3)(O2)OCC(=O)OCC)C2=CC=CC=C2,,,CCOC(=O)C,[Pd],C1(=CC=CC=C1)N(C(=O)OCC12CC3=C(CCC1O2)C(=CC=C3)OCC(=O)OCC)C3=CC=CC=C3,C1(=CC=CC=C1)N(C(=O)OCC1(CC2=C(CCC1)C(=CC=C2)OCC(=O)OCC)O)C2=CC=CC=C2,,,,
366.4754357076638,C(C1=CC=CC=C1)OC(=O)N1C(CCC1)CC1=CNC2=CC=CC=C12,,,,C(C)O,[Pd],[OH-].[NH4+],N1C(CCC1)CC1=CNC2=CC=CC=C12,,,,
411.665852771286,C(C1=CC=CC=C1)OC(=O)N1C(CCC1)CC1=CNC2=CC=CC=C12,,,,C(C)O,[Pd],[OH-].[NH4+],N1C(CCC1)CC1=CNC2=CC=CC=C12,,,,
377.2123522280936,Cl[SiH](Cl)Cl,ClCC1=CC=C(C=C1)CCl,,,C1=CC=CC=C1,[Cl-].C(CCC)[P+](CCCC)(CCCC)CCCC,ClCC1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,Cl[Si](Cl)(Cl)CC1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,,,,
266.90530362358317,C([O-])([O-])=O.[K+].[K+],BrC=1C=CC=2N(N1)C=C(N2)C(=O)OCC,FC=1C=C2C=C(N(C2=CC1)CC1=CC(=CC=C1)F)C(=O)N,[C@@H]1([C@@H](CCCC1)N)N,O1CCOCC1,[Cu](I)I,C(C)OC(=O)C=1N=C2N(N=C(C=C2)NC(=O)C=2N(C3=CC=C(C=C3C2)F)CC2=CC(=CC=C2)F)C1,BrC=1C=CC=2N(N1)C=C(N2)C(=O)OCC,,,,
298.9130669445707,Cl,C(C1=CC=CC=C1)O[C@@H]1C(O[C@H]([C@@H]([C@H]1OCC1=CC=CC=C1)OCC1=CC=CC=C1)C1=CC(=C(C=C1)Cl)CC1=CC=C(C=C1)OCC)(C)C,,,CO,[Pd],ClC1=C(C=C(C=C1)[C@@H]1OC2(CC2)[C@H]([C@@H]([C@H]1O)O)O)CC1=CC=C(C=C1)OCC,ClC1=C(C=C(C=C1)[C@H]1[C@@H]([C@H]([C@@H](C(O1)(C)C)O)O)O)CC1=CC=C(C=C1)OCC,,,,
312.1233710908748,C(=O)([O-])[O-].[Cs+].[Cs+],C1(=CC=CC=C1)P(C1=C(C2=CC=CC=C2C=C1)C1=C(C=CC2=CC=CC=C12)P(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,C(C)(C)(C)OC(CN1CCNCC1)=O,C(C)OP(OCC)(=O)CC1=CC=C(C=C1)NC1=NC=C(C(=N1)NC1=C2C(N(CC2=C(C=C1)Br)C)=O)C(F)(F)F,O1CCOCC1,C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd],FC(C(=O)O)(F)F,C(C)OP(=O)(OCC)CC1=CC=C(C=C1)NC1=NC=C(C(=N1)NC=1C=CC(=C2CN(C(C12)=O)C)N1CCN(CC1)CC(=O)O)C(F)(F)F,,,,
252.63050532031554,Cl,C(C)C=1C=C(C#N)C=CC1OC,,,CO,[OH-].[OH-].[Pd+2],Cl,C(C)C=1C=C(CN)C=CC1OC,,,,
315.00910397315755,C(C)(C)(C)OC(=O)N(CC=1N=NN(C1)CC1=CC=C(C=C1)OC)CC1=CC=C(C=C1)B(O)O,C(C)(C)(C)OC(=O)N(CC=1N(N=NC1)CC1=CC=C(C=C1)OC)CC1=CC=C(C=C1)B(O)O,FC=1C=C(C=CC1I)N1C(OC(C1)CNC(C)=O)=O,C(=O)([O-])[O-].[K+].[K+],C1(=CC=CC=C1)C,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,C(C)(C)(C)OC(N(CC=1N=NN(C1)CC1=CC=C(C=C1)OC)CC1=CC=C(C=C1)C1=C(C=C(C=C1)N1C(O[C@H](C1)CNC(C)=O)=O)F)=O,C(C)(C)(C)OC(N(CC1=CN=NN1CC1=CC=C(C=C1)OC)CC1=CC=C(C=C1)C1=C(C=C(C=C1)N1C(O[C@H](C1)CNC(C)=O)=O)F)=O,,,,
289.9377210952218,C(C(=O)Cl)(=O)Cl,N1=C(SC=2CCOC3=C(C12)C=CC=C3)C(=O)O,ClC=1C=C(C(=O)NC)C=CC1NC,C([O-])(O)=O.[Na+],C(C)#N,CN(C)C=O,C(C)OC(=O)C=1SC=2CCOC3=C(C2N1)C=CC=C3,ClC1=C(C=CC(=C1)C(NC)=O)N(C(=O)C=1SC=2CCOC3=C(C2N1)C=CC=C3)C,,,,
279.7659230610355,BrC=1C=CC2=C(OCCC3=C2SC(=C3)C(CC3=C(C=CC=C3)Cl)=O)C1,BrC=1C=CC2=C(OCCC3=C2SC(=C3)C(=O)OC)C1,C(C)(=O)O,ClC1=C(C=CC=C1)CC(=O)O,C(C)(=O)OCC,[Cu](Br)Br,BrC=1C=CC2=C(OCCC3=C2SC(=C3)C(CC3=C(C=CC=C3)Cl)=O)C1,BrC(C(=O)C1=CC2=C(C3=C(OCC2)C=C(C=C3)Br)S1)C1=C(C=CC=C1)Cl,,,,
300.6136392180273,O,COC=1C=C2CCCC(C2=CC1)=O,CC(C)([O-])C.[K+],,O1CCCC1,[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,COC=1C=CC2=C(CCCC(C2)=O)C1,COC=1C=C2CCCC(C2=CC1)=C,,,,
312.3111266719982,C1CC(=O)N(C1=O)Cl,C(C)(=O)O,S1N(C=CC2=C1C=CC=C2)S(=O)(=O)C2=C(C(N(C=C2)CC(=O)OCC)=O)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,,C(Cl)Cl,[Zn],S1C=NC2=C1C=CC=C2,ClS(=O)(=O)C1=C(C(N(C=C1)CC(=O)OCC)=O)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,,,,
257.26281296418426,[OH-].[Li+],C(=O)CCCCC#N,N,,[H][H],[Pd],NCCCCCCN,NCCCCCC#N,,,,
269.75756240460134,N,C(=O)CCCCC#N,,,[H][H],[Co],NCCCCCCN,NCCCCCC#N,,,,
246.2773294207533,C(C)(C)(C)[Li],CC1(C=2C=CC(=CC2C(=CC1)OS(=O)(=O)C(F)(F)F)C#CC1=CC=C(C(=O)OCC)C=C1)C,BrC1=CC=C(C=C1)C,,[NH4+].[Cl-],C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,CC1(C=2C=CC(=CC2C(=CC1)C1=CC=C(C=C1)C)C#CC1=CC=C(C(=O)OCC)C=C1)C,[Li]C1=CC=C(C=C1)C,,,,
252.7900918288702,C(Cl)C1CO1,O,B(F)(F)F,,C(CO)O,B(F)(F)F,C(Cl)C1CO1,C(/C=C\O)Cl,,,,
264.51665864459954,C(C(=O)Cl)(=O)Cl,COC(=O)C1(CC1)C1=CC=C(C=C1)OCCC(=O)O,,,C(Cl)Cl,CN(C)C=O,O=C1CCOC2=CC=C(C=C12)C1(CC1)C(=O)OC,O=C1CCOC2=CC=C(C=C12)C1(CC1)C(=O)O,,,,
319.9701287557173,C(\C=C\C=C\C(=O)OC)(=O)OC,C1(=CCC(CC1)C(=O)OC)C(=O)OC,C1(C=CC(CC1)C(=O)OC)C(=O)OC,,COCCOCCOC,[Pd],C(C1=CC=C(C(=O)OC)C=C1)(=O)OC,C1(CCC(CC1)C(=O)OC)C(=O)OC,,,,
296.8428590413135,C(=O)([O-])[O-].[K+].[K+],BrC=1C=C2C(=CC1)OC(CC21N=C(C(=N1)N)C)C1CC(OCC1)(C)C,O1CCOCC1,ClC=1C=C(C=CC1)B(O)O,C(Cl)Cl,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],BrC=1C=C2C(=CC1)OC(CC21N=C(C(=N1)N)C)C1CC(OCC1)(C)C,ClC=1C=C(C=CC1)C=1C=C2C(=CC1)OC(CC21N=C(C(=N1)N)C)C1CC(OCC1)(C)C,,,,
259.32433939929007,CN(C(OCC1=CC=CC=C1)=O)CC1=CC=C(C=C1)C1C(NC=2C=3C1=NNC(C3C=CC2)=O)C2=CC=CC=C2,,,,CO,[Pd],CNCC1=CC=C(C=C1)C1C(NC=2C=3C1=NNC(C3C=CC2)=O)C2=CC=CC=C2,CN(C)CC1=CC=C(C=C1)C1C(NC=2C=3C1=NNC(C3C=CC2)=O)C2=CC=CC=C2,,,,
325.5258148997734,C(\C=C\C=C\C(=O)OC)(=O)OC,C1(=CCC(CC1)C(=O)OC)C(=O)OC,C1(C=CC(CC1)C(=O)OC)C(=O)OC,,COCCOCCOC,[Pd],C(C1=CC=C(C(=O)OC)C=C1)(=O)OC,C1(CCC(CC1)C(=O)OC)C(=O)OC,,,,
262.68328383030286,Cl,NC1=NC=C(N=C1CC1=CC=CC=C1)C1=CC=C(C=C1)O,ClCCl,C1(=CC=C(C=C1)S(=O)(=O)Cl)C,N1=CC=CC=C1,CN(C1=CC=NC=C1)C,CC1=CC=C(C=C1)S(=O)(=O)N,C(C1=CC=CC=C1)C=1C(=NC=C(N1)C1=CC=C(C=C1)O)NS(=O)(=O)C1=CC=C(C=C1)C,,,,
267.7801726790183,O.C(C=O)(=O)O,C(C)N(CC)CC,CC(C)(C)C1=CC(=CNCCCNC=C2C=C(C=C(C2=O)C(C)(C)C)C(C)(C)C)C(=O)C(=C1)C(C)(C)C,,CO,[Pd],C(C=O)(=O)O,CC(C)(C)C1=CC(=CNCCCNC=C2C=C(C=C(C2=O)C(C)(C)C)C(C)(C)C)C(=O)C(=C1)C(C)(C)C,,,,
274.08043799287043,ClC1=CC=C(OC2=CC=C(C=C2)I)C=C1,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],COC1=CC=C(CN2C(N[C@H](C2)C2=CC(=CC=C2)C(F)(F)F)=O)C=C1,CN[C@H]1[C@@H](CCCC1)NC,CN(C)C=O,[Cu]I,ClC1=CC=C(OC2=CC=C(C=C2)N2C(N(C[C@@H]2C2=CC(=CC=C2)C(F)(F)F)CC2=CC=C(C=C2)OC)=O)C=C1,ClC1=CC=C(OC2=CC=C(C=C2)N2C(NC[C@@H]2C2=CC(=CC=C2)C(F)(F)F)=O)C=C1,,,,
250.32066068744766,C(CN)N,[N-]=C=O,OO,C(C)(C)(C)OO,O,[Fe].C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,C(C(=C)C)(=O)OC,COC1=CC=C(C=C1)O,CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C,O=C1C(O)=C(O)[C@H](O1)[C@@H](O)CO,,
236.3044941255705,C([O-])([O-])=O.[K+].[K+],NC[C@@H]1N(CCN(C1)S(=O)(=O)C=1SC=CC1)C1=CC=C(C=C1)C(C(F)(F)F)(C)O,C(C)(C)N(CC)C(C)C,N1=CC(=CC=C1)S(=O)(=O)Cl,C(Cl)Cl,CN(C1=CC=NC=C1)C,S1C(=CC=C1)S(=O)(=O)N1C[C@@H](N(CC1)C1=CC=C(C=C1)C(C(F)(F)F)(C)O)CNS(=O)(=O)C=1C=NC=CC1,N,,,,
277.8932184204519,CC1=C(C(=O)CC1O)CC=C,CC1([C@H]([C@@H]1C(=O)Cl)C=C1CCC1)C,,,O,C(=O)O,CC1([C@H]([C@@H]1C(=O)[O-])C=C1CCC1)C,CC1=C(C(=O)CC1O)CC=C,,,,
283.8285206516747,[H][H],COC1=C(C=CC=C1)C,[Cl-].[Al+3].[Cl-].[Cl-],C1(CCC(=O)O1)=O,C1=CC=CC=C1,[Pd],CC=1C=C2CCCC(C2=CC1OC)=O,CC1=C(C=C2CCCC(C2=C1)=O)OC,S(O)(O)(=O)=O,COC1=C(C=CC(=C1)C(CCC(=O)O)=O)C,COC1=C(C=C(C=C1)C(CCC(=O)O)=O)C,[BH4-].[Na+]
384.0452969519905,CN(CCN(C(=O)OCC1=CC=CC=C1)C1=CC=C(C(=O)N2CCN(CC2)CCC2=CC=C(C=C2)Cl)C=C1)C,,,,CO,[Pd],Cl.CN(CCNC1=CC=C(C(=O)N2CCN(CC2)CCC2=CC=C(C=C2)Cl)C=C1)C,Cl,,,,
291.3737326779803,C(C)(C)C=1C=C(C=O)C=C(C1O)C(C)C,S(=O)(=O)(CC#N)CC#N,,,C(C)O,N1CCCCC1,C(#N)/C(=C\C1=CC(=C(C(=C1)C(C)C)O)C(C)C)/S(=O)(=O)\C(\C#N)=C\C1=CC(=C(C(=C1)C(C)C)O)C(C)C,C(#N)CS(=O)(=O)\C(\C#N)=C\C1=CC(=C(C(=C1)C(C)C)O)C(C)C,,,,
327.0000586195311,C(C)(C)(C)[Li],CC1(C=2C=CC(=CC2C(=CC1)OS(=O)(=O)C(F)(F)F)C#CC1=CC=C(C(=O)OCC)C=C1)C,BrC1=CC=C(C=C1)C,,[NH4+].[Cl-],C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,CC1(C=2C=CC(=CC2C(=CC1)C1=CC=C(C=C1)C)C#CC1=CC=C(C(=O)OCC)C=C1)C,[Li]C1=CC=C(C=C1)C,,,,
327.89136656200674,O1C(C)C1CCCCC,C1CCCC2=CC=CC=C12,ON1C(C=2C(C1=O)=CC=CC2)=O,CC=CCCCCC,C(C1=CC=CC=C1)#N,[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mo],C1CC2=CC=CC=C2C(=O)C1,C1CC(C2=CC=CC=C2C1)O,,,,
343.5256311758999,O1C(C)C1CCCCC,C1CCCC2=CC=CC=C12,ON1C(C=2C(C1=O)=CC=CC2)=O,CC=CCCCCC,C(C)#N,[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mo],C1CC2=CC=CC=C2C(=O)C1,C1CC(C2=CC=CC=C2C1)O,,,,
288.00779872619387,[H][H],[NH4+].[OH-],C(#N)CCCCN(S(=O)(=O)C1=C(C=C(C=C1C)C)C)CCCCC#N,N,CO,[Ni],[NH4+].[OH-].CCO,C1(=C(C(=CC(=C1)C)C)S(=O)(=O)N(CCCCCN)CCCCCN)C,,,,
317.764069228727,C1(O)=CC=C(O)C=C1,C(CC)C1OCCO1,C(CCC)O,P(O)(O)(O)=O,C(CO)O,[Pd],C(CCC)OCCO,C(CCC)OCCOCCCC,,,,
224.2324110917777,ClC1=CC=CC=C1,C1(=CC=CC=C1)O,NC1=C(C=C(C=2C(C3=CC=CC=C3C(C12)=O)=O)O)Cl,[OH-].[K+],O,[Br-].C(CCC)[N+](CCCC)(CCCC)CCCC,C1(=CC=CC=C1)[O-],NC1=C(C=C(C=2C(C3=CC=CC=C3C(C12)=O)=O)O)Cl,,,,
308.43844416512627,N[C@H]1CCC(N2N(C1=O)[C@@H](CC2)C(=O)OC(C)(C)C)=O,O=C(C(=O)OCC)CCC1=CC=CC=C1,,,C(C)O,[Pd],C(C)OC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC(N2N(C1=O)[C@@H](CC2)C(=O)OC(C)(C)C)=O,C(C)OC(=O)[C@@H](CCC1=CC=CC=C1)N[C@H]1CCC(N2N(C1=O)[C@@H](CC2)C(=O)OC(C)(C)C)=O,,,,
229.96755717489248,Cl,N([C@@H](CC(C)C)[C@@H](O)CC(=O)OC)C(=O)OCC1=CC=CC=C1,,,CO,[Pd],Cl,N[C@@H](CC(C)C)[C@@H](O)CC(=O)OC,,,,
248.58454159213346,C1(CC1)N1C=C2C(C=C3CC4CNCC(N4C3=N2)C)=C1,[H][H],,,O,[Pd],C1(CC1)N1CC=2C(=CC=3C[C@@H]4CNC[C@H](N4C3N2)C)C1,N,,,,
255.27093562666738,[OH-].[Na+],BrC(C(=O)C1=CC=C(C=C1)CBr)(C)C,O1CCOCC1,,O,[Br-].C(CCC)[N+](CCCC)(CCCC)CCCC,BrCC1=CC=C(C=C1)C(C(C)(C)O)=O,[OH-].[Na+],,,,
260.4322477659799,N1C=CC2=C(C=CC=C12)/C=C/CO,,,,C(C)(=O)OCC,[Pd],N1C=CC2=C(C=CC=C12)/C=C/CO,N1C=CC2=C(C=CC=C12)CCCO,,,,
244.095598563125,C(C(=O)Cl)(=O)Cl,COC(=O)C1(CC1)C1=CC=C(C=C1)OCCC(=O)O,,,C(Cl)Cl,CN(C)C=O,O=C1CCOC2=CC=C(C=C12)C1(CC1)C(=O)OC,O=C1CCOC2=CC=C(C=C12)C1(CC1)C(=O)O,,,,
235.1199981312271,C(C)(C)(C)N,ClC(Cl)(OC(OC(Cl)(Cl)Cl)=O)Cl,C(C)N(CC)CC,BrCCO,O,CN(C)C=1C=CN=CC1,C(N)([O-])=O,C(C)(C)(C)NC(OCCBr)=O,,,,
266.9568662743376,CC1=C(CO)C=CC=C1[N+](=O)[O-],Cl,[OH-].[K+],,C(C)O,[Fe],CC1=C(C=CC=C1CO)C1=CC=CC=C1,Cl.OCC=1C(=C(N)C=CC1)C,,,,
267.9709351170514,[Si](C)(C)(C(C)(C)C)OC1=CC=C(C=C1)B(O)O,BrC=1C(=NC=C(C1)Cl)N,C([O-])([O-])=O.[Na+].[Na+],,COCCOC,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,NC1=NC=C(C=C1C1=CC=C(C=C1)O)Cl,[Si](C)(C)(C(C)(C)C)OC1=CC=C(C=C1)C=1C(=NC=C(C1)Cl)N,,,,
251.6648401101997,CNC1C(CCCC1)NC,N1N=NC=C1,C([O-])([O-])=O.[Cs+].[Cs+],C(C1=CC=CC=C1)OC(=O)N1C(C2=CC=CC=C2CC1)C1=C(C=CC(=C1)Br)OCC(=O)OCC,CN(C)C=O,[Cu]I,C(C1=CC=CC=C1)OC(=O)N1C(C2=CC=CC=C2CC1)C1=C(C=CC(=C1)N1N=NC=C1)OCC(=O)O,C(C1=CC=CC=C1)OC(=O)N1C(C2=CC=CC=C2CC1)C1=C(C=CC(=C1)N1N=CC=N1)OCC(=O)O,,,,
289.51241894665736,OC(CCC1(CCN(C(O1)=O)[C@@H](C)C1=CC=C(C=C1)B1OC(C(O1)(C)C)(C)C)C(C)C)(C)C,IC1=CC(N(C=C1)C)=O,C(=O)(O)[O-].[Na+],C1(CC1)C1(CCN(C(O1)=O)[C@@H](C)C1=CC=C(C=C1)C1=CC(N(C=C1)C)=O)CC(C)(C)O,COCCOC,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,OC(CCC1(CCN(C(O1)=O)[C@@H](C)C1=CC=C(C=C1)C1=CC(N(C=C1)C)=O)C(C)C)(C)C,C1(CC1)C1(CCN(C(O1)=O)[C@@H](C)C1=CC=C(C=C1)C1=CC(N(C=C1)C)=O)CC(C)(C)O,,,,
256.11003274284997,C(C(=O)Cl)(=O)Cl,COC(=O)C1(CC1)C1=CC=C(C=C1)OCCC(=O)O,,,C(Cl)Cl,CN(C)C=O,O=C1CCOC2=CC=C(C=C12)C1(CC1)C(=O)OC,O=C1CCOC2=CC=C(C=C12)C1(CC1)C(=O)O,,,,
297.30587673015697,BrC1=CC=C(C=C1)C=1N=CN(C1)COCC[Si](C)(C)C,C(C)(C)(C)OC(=O)N1C(CCC1)C=1NC(=CN1)C1=CC=C(C=C1)B1OC(C(O1)(C)C)(C)C,C(OC)COC,BrC1=CC=C(C=C1)C1=CN=CN1COCC[Si](C)(C)C,C(C)(=O)OCC,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,C(C)(C)(C)OC(=O)N1C(CCC1)C=1NC(=CN1)C1=CC=C(C=C1)C1=CC=C(C=C1)C=1N=CN(C1)COCC[Si](C)(C)C,C(C)(C)(C)OC(=O)N1C(CCC1)C=1NC(=CN1)C1=CC=C(C=C1)C1=CC=C(C=C1)C=1N(C=NC1)COCC[Si](C)(C)C,,,,
310.2148420956007,FC(C(=O)O)(F)F,OC1(CCC(CC1)CNC(OC(C)(C)C)=O)C,,,ClCCl,O,FC(C(=O)O)(F)F,NCC1CCC(CC1)(O)C,,,,
297.46275950655564,C(C)(C)(C)OC(=O)N1C(/C(/C[C@H]1CC1=CC=C(C=C1)C1=CC=CC=C1)=C/N(C(C)C)C(C)C)=O,,,,C(C)(=O)OCC,[Pd],C(C)(C)(C)OC(=O)N1C([C@H](C[C@H]1CC1=CC=C(C=C1)C1=CC=CC=C1)C)=O,C(C)(C)(C)OC(=O)N1C([C@@H](C[C@H]1CC1=CC=C(C=C1)C1=CC=CC=C1)C)=O,,,,
290.3923257646566,[H][H],C(C)(=O)OCC,C(C)(C)(C)OC(=O)N1C(/C(/C[C@H]1CC1=CC=C(C=C1)C1=CC=CC=C1)=C/N(C(C)C)C(C)C)=O,,O,[Pd],C(C)(C)(C)OC(=O)N1C([C@H](C[C@H]1CC1=CC=C(C=C1)C1=CC=CC=C1)C)=O,C(C)(C)(C)OC(=O)N1C([C@@H](C[C@H]1CC1=CC=C(C=C1)C1=CC=CC=C1)C)=O,,,,
